external_gene_name,siRNAaRNF4_untreated_1,siRNAaRNF4_7d_of_osteogenesis_1,scrambled_untreated_1,scrambled_7d_of_osteogenesis_1,siRNAaRNF4_untreated_2,siRNAaRNF4_7d_of_osteogenesis_2,scrambled_untreated_2,scrambled_7d_of_osteogenesis_2,siRNAaRNF4_untreated_4,siRNAaRNF4_7d_of_osteogenesis_4,scrambled_untreated_4,scrambled_7d_of_osteogenesis_4
PARP1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.035399475,0.0,0.0,0.0,0.0
LINC02302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07832574,0.0
DOCK11P1,1.043376008,0.960417691,0.0,0.0,0.0,2.100164081,0.0,0.0,4.417148176,0.0,0.0,2.95456928
AL355075.4,0.0,0.0,0.0,0.0,1.947590918,0.0,0.0,2.07079895,0.0,0.947552488,1.07832574,0.0
AC005479.1,4.17350403,1.920835381,3.640000007,1.781713283,2.921386377,3.150246121,0.0,0.0,2.208574088,0.947552488,1.07832574,2.95456928
AC092143.2,4.17350403,3.841670763,2.730000005,1.781713283,2.921386377,8.400656324,4.746606001,0.0,2.208574088,1.895104975,2.15665148,2.95456928
AL049869.1,0.0,0.0,0.910000002,0.0,0.973795459,0.0,0.0,0.0,0.0,0.0,0.0,0.984856427
AL442663.4,0.0,0.0,2.730000005,0.0,2.921386377,1.05008204,2.847963601,0.0,0.0,0.0,1.07832574,0.984856427
AL049829.2,0.0,0.0,0.0,0.890856642,0.0,1.05008204,0.0,0.0,1.104287044,0.947552488,0.0,0.0
AL049872.1,0.0,0.0,0.0,0.0,0.0,1.05008204,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC8P1,0.0,0.0,0.0,0.0,0.0,1.05008204,0.9493212,0.0,0.0,0.0,0.0,0.0
LINC00524,0.0,0.960417691,0.0,0.0,1.947590918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FPGT-TNNI3K,18.78076814,24.97085996,10.01000002,4.454283208,33.1090456,24.15188693,12.3411756,0.0,34.23289837,43.58741443,21.5665148,18.71227211
ENSAP2,5.216880038,0.0,0.0,2.672569925,4.868977294,6.300492243,4.746606001,3.106198426,7.730009308,3.79020995,3.23497722,3.939425706
AL121820.2,0.0,0.0,0.0,0.0,0.973795459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL161804.1,0.0,0.0,0.910000002,0.0,0.0,0.0,0.0,0.0,1.104287044,0.947552488,0.0,0.984856427
AL049870.4,1.043376008,0.0,0.910000002,0.0,0.0,0.0,0.0,0.0,0.0,0.947552488,0.0,0.984856427
AL392023.2,0.0,0.0,0.0,0.0,0.0,0.0,1.898642401,0.0,0.0,0.0,0.0,0.0
AL139317.3,1.043376008,5.762506144,4.550000009,6.235996491,3.895181836,2.100164081,6.645248402,5.176997376,0.0,0.0,4.31330296,9.848564266
HNRNPUP1,3.130128023,0.960417691,0.0,1.781713283,2.921386377,0.0,1.898642401,5.176997376,1.104287044,0.947552488,2.15665148,2.95456928
AL157871.6,0.0,0.0,0.0,0.890856642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02332,1.043376008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947552488,0.0,0.0
ACTN1-AS1,7.303632053,13.44584767,1.820000003,0.0,4.868977294,6.300492243,0.0,9.318595277,3.312861132,6.632867413,6.46995444,3.939425706
AC005520.2,15.65064011,25.93127765,21.84000004,16.92627619,30.18765923,18.90147673,13.2904968,18.63719055,12.14715748,9.475524876,14.01823462,22.65169781
AL110118.2,1.043376008,0.0,1.820000003,0.0,0.0,1.05008204,0.9493212,0.0,0.0,2.842657463,0.0,0.0
LINC00639,3.130128023,1.920835381,1.820000003,0.890856642,1.947590918,2.100164081,1.898642401,2.07079895,3.312861132,3.79020995,6.46995444,4.924282133
AL359397.2,18.78076814,24.97085996,18.20000003,32.0708391,11.68554551,16.80131265,14.239818,20.7079895,4.417148176,12.31818234,10.7832574,24.62141066
AL161751.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07832574,0.0
PTBP1P,0.0,0.960417691,0.0,0.0,0.0,0.0,0.9493212,0.0,0.0,0.0,0.0,0.984856427
AC005476.1,0.0,0.0,0.0,0.890856642,0.0,0.0,0.0,1.035399475,1.104287044,0.947552488,1.07832574,0.984856427
AF111169.3,1.043376008,2.881253072,0.0,2.672569925,1.947590918,1.05008204,0.0,1.035399475,0.0,1.895104975,1.07832574,0.984856427
AL132639.3,1.043376008,1.920835381,1.820000003,4.454283208,0.0,0.0,0.9493212,3.106198426,0.0,0.947552488,2.15665148,1.969712853
AL136298.3,2.086752015,0.0,0.0,0.0,0.0,0.0,0.9493212,0.0,0.0,0.0,1.07832574,0.0
AL137779.2,6.260256046,5.762506144,7.280000014,0.0,5.842772753,1.05008204,4.746606001,3.106198426,1.104287044,3.79020995,3.23497722,1.969712853
LINC00517,0.0,0.0,4.550000009,2.672569925,2.921386377,0.0,20.88506641,10.35399475,0.0,0.0,11.86158314,11.81827712
TRAV30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15665148,0.0
AL137191.1,1.043376008,0.0,0.0,0.0,0.973795459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM35CP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.104287044,0.947552488,0.0,0.984856427
AL163932.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.104287044,0.0,0.0,0.0
AC025574.1,2.086752015,2.881253072,0.910000002,3.563426566,0.0,2.100164081,2.847963601,2.07079895,4.417148176,1.895104975,1.07832574,0.984856427
AL157791.1,1.043376008,0.0,0.0,0.0,1.947590918,0.0,0.0,0.0,2.208574088,0.947552488,0.0,0.0
SMARCE1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.104287044,0.0,0.0,0.0
PTCSC3,1.043376008,0.960417691,0.910000002,0.0,3.895181836,0.0,3.797284801,1.035399475,0.0,0.0,2.15665148,3.939425706
RPS3AP4,1.043376008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL079307.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.104287044,0.0,0.0,0.0
AL118556.1,0.0,0.960417691,0.910000002,0.0,0.0,1.05008204,0.0,0.0,0.0,0.0,0.0,0.0
AL139022.1,0.0,0.0,0.910000002,0.890856642,0.0,1.05008204,0.0,3.106198426,2.208574088,0.0,0.0,0.0
AL132796.2,0.0,0.0,0.0,0.0,0.973795459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL109628.1,0.0,0.0,0.0,0.0,0.973795459,0.0,0.0,1.035399475,0.0,0.0,0.0,0.0
LRP1-AS,0.0,0.0,0.910000002,0.0,0.0,0.0,0.9493212,0.0,1.104287044,0.947552488,0.0,0.0
AL133371.3,2.086752015,0.0,0.0,0.0,0.0,1.05008204,0.9493212,0.0,0.0,1.895104975,0.0,0.984856427
LINC00924,0.0,0.0,2.730000005,0.890856642,1.947590918,0.0,1.898642401,0.0,0.0,1.895104975,1.07832574,1.969712853
AL109766.1,3.130128023,2.881253072,0.910000002,0.890856642,1.947590918,2.100164081,0.9493212,2.07079895,2.208574088,2.842657463,2.15665148,0.984856427
AL049780.2,4.17350403,0.960417691,0.0,0.0,2.921386377,1.05008204,0.0,0.0,3.312861132,5.685314926,1.07832574,0.0
RANBP20P,0.0,0.0,0.0,1.781713283,0.0,0.0,0.9493212,0.0,1.104287044,0.0,2.15665148,0.0
AC005476.2,39.64828829,52.82297299,72.80000014,27.61655589,49.6635684,53.55418406,50.31402361,61.08856904,59.63150038,60.64335921,51.75963552,82.72793983
CAP2P1,0.0,0.960417691,0.0,0.890856642,0.973795459,0.0,0.0,0.0,2.208574088,0.0,2.15665148,0.984856427
AC004816.1,0.0,0.0,0.0,0.890856642,0.0,0.0,0.0,0.0,1.104287044,0.0,0.0,0.0
AL591767.3,0.0,0.0,0.0,0.0,0.973795459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM20P1,4.17350403,2.881253072,0.0,1.781713283,5.842772753,6.300492243,0.9493212,0.0,9.938583396,7.580419901,1.07832574,2.95456928
AL355075.5,1.043376008,0.0,0.0,0.890856642,0.973795459,0.0,0.0,0.0,3.312861132,0.0,0.0,0.0
DDX18P1,3.130128023,0.0,0.0,0.0,0.973795459,1.05008204,0.0,0.0,0.0,0.0,1.07832574,0.0
GNRHR2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947552488,0.0,0.0
AC023024.1,7.303632053,15.36668305,7.280000014,0.0,7.790363671,12.60098449,7.594569602,7.247796327,18.77287975,14.21328731,9.70493166,7.878851413
AC090515.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.104287044,0.0,0.0,0.0
AC108451.1,0.0,0.0,0.0,0.0,0.0,1.05008204,0.0,0.0,0.0,0.0,0.0,0.0
AC023906.2,1.043376008,0.960417691,0.910000002,0.0,2.921386377,1.05008204,0.0,1.035399475,0.0,1.895104975,0.0,0.0
UBE2CP4,0.0,0.0,0.0,0.0,0.0,1.05008204,0.0,0.0,0.0,0.0,0.0,0.0
AC090971.1,1.043376008,0.960417691,0.0,0.0,0.0,0.0,2.847963601,1.035399475,0.0,0.947552488,0.0,0.984856427
MRPS15P1,1.043376008,0.0,0.0,0.0,2.921386377,2.100164081,1.898642401,2.07079895,2.208574088,0.947552488,0.0,1.969712853
AC025040.1,0.0,2.881253072,2.730000005,0.0,2.921386377,1.05008204,0.0,0.0,1.104287044,0.0,0.0,0.0
AC027237.1,0.0,0.0,0.0,0.0,0.0,1.05008204,0.0,0.0,0.0,0.0,0.0,0.0
AC109631.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.035399475,0.0,0.0,0.0,0.0
AC020891.1,0.0,0.960417691,0.0,0.0,0.0,1.05008204,0.0,0.0,0.0,0.0,0.0,0.0
AC068722.1,0.0,0.0,0.0,0.0,0.0,1.05008204,0.0,0.0,0.0,0.0,0.0,0.0
AC090971.2,0.0,0.0,0.0,0.0,0.973795459,0.0,0.9493212,0.0,0.0,0.0,0.0,0.0
PRKXP1,4.17350403,9.604176906,8.190000015,7.126853132,4.868977294,7.350574283,3.797284801,2.07079895,2.208574088,4.737762438,5.3916287,3.939425706
ITGB3,156.5064011,30.7333661,71.89000014,175.4987584,211.3136146,60.90475835,165.1818888,123.2125376,274.967474,86.22727637,77.63945328,72.87937557
AC004943.1,2.086752015,1.920835381,3.640000007,1.781713283,1.947590918,1.05008204,1.898642401,1.035399475,1.104287044,2.842657463,1.07832574,0.0
AC013356.2,0.0,0.960417691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC103739.1,1.043376008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.104287044,0.0,0.0,0.0
AC027237.2,1.043376008,0.960417691,0.0,0.0,1.947590918,1.05008204,0.0,3.106198426,0.0,0.947552488,1.07832574,0.0
AC084757.1,0.0,0.0,0.910000002,0.0,0.0,0.0,0.0,0.0,1.104287044,2.842657463,0.0,0.984856427
AC084855.2,1.043376008,0.0,4.550000009,0.890856642,0.0,0.0,0.9493212,3.106198426,0.0,0.0,0.0,0.0
AC023905.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15665148,0.0
AC009654.1,0.0,0.0,0.0,0.0,0.973795459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC35G6,0.0,0.0,0.0,0.0,0.973795459,0.0,0.9493212,0.0,1.104287044,0.0,1.07832574,0.0
HNRNPA1P62,0.0,0.0,0.0,0.0,0.973795459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02323,4.17350403,0.960417691,0.0,0.0,2.921386377,3.150246121,1.898642401,0.0,1.104287044,5.685314926,2.15665148,0.0
AC105129.1,0.0,0.0,0.0,0.890856642,1.947590918,1.05008204,0.0,0.0,0.0,0.947552488,0.0,0.984856427
AC066612.1,2.086752015,3.841670763,0.0,0.890856642,1.947590918,0.0,0.0,0.0,1.104287044,0.0,0.0,3.939425706
AC092755.2,2.086752015,4.802088453,0.910000002,2.672569925,1.947590918,0.0,0.0,2.07079895,3.312861132,1.895104975,2.15665148,5.90913856
AC048382.2,2.086752015,1.920835381,2.730000005,2.672569925,3.895181836,2.100164081,1.898642401,0.0,2.208574088,0.947552488,4.31330296,4.924282133
AC040918.1,0.0,2.881253072,0.0,0.0,4.868977294,2.100164081,0.9493212,1.035399475,0.0,1.895104975,0.0,0.0
USP3-AS1,14.60726411,20.1687715,11.83000002,7.126853132,13.63313642,24.15188693,12.3411756,6.212396851,19.87716679,17.05594478,32.3497722,13.78798997
AC018904.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984856427
AC104590.1,2.086752015,2.881253072,0.910000002,0.0,0.973795459,1.05008204,1.898642401,1.035399475,1.104287044,0.947552488,0.0,0.0
AC022405.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.035399475,0.0,0.0,0.0,0.0
LINC01895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15665148,0.0
AC037479.1,0.0,0.0,2.730000005,0.890856642,0.973795459,1.05008204,0.9493212,0.0,0.0,0.0,1.07832574,0.0
NPM1P42,0.0,0.960417691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07832574,1.969712853
NDUFA3P4,0.0,1.920835381,0.910000002,0.0,0.973795459,3.150246121,0.0,0.0,0.0,1.895104975,1.07832574,0.0
AC073176.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07832574,0.0
AC007950.1,0.0,0.0,0.910000002,0.890856642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC109630.1,0.0,0.0,0.910000002,0.0,0.0,0.0,0.9493212,0.0,0.0,0.0,0.0,1.969712853
AC107241.1,0.0,0.0,0.0,0.0,0.0,1.05008204,0.9493212,0.0,0.0,0.947552488,0.0,0.984856427
AC087477.2,23.99764817,18.24793612,11.83000002,16.03541955,21.4235001,22.05172285,21.83438761,7.247796327,14.35573157,18.95104975,16.1748861,16.74255925
AC127522.1,0.0,0.0,0.0,0.0,0.0,1.05008204,0.0,0.0,0.0,0.0,0.0,0.0
AC087878.1,0.0,0.0,8.190000015,1.781713283,0.0,1.05008204,1.898642401,0.0,0.0,0.0,1.07832574,3.939425706
LINC02349,0.0,0.960417691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC087639.1,0.0,0.960417691,1.820000003,0.0,0.973795459,0.0,0.0,0.0,0.0,0.947552488,0.0,0.984856427
AC010809.1,3.130128023,3.841670763,6.370000012,17.81713283,3.895181836,4.200328162,6.645248402,8.283195802,2.208574088,1.895104975,4.31330296,5.90913856
LINC02206,0.0,0.0,0.0,0.0,0.0,0.0,2.847963601,0.0,0.0,0.0,0.0,0.0
AP001007.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.208574088,0.0,0.0,0.0
ZNF710-AS1,61.55918445,88.35842754,149.2400003,20.48970276,48.68977294,65.10508651,46.51673881,45.55757691,16.56430566,25.58391717,20.48818906,34.46997493
LIPC-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.9493212,1.035399475,0.0,0.0,0.0,0.984856427
CSPG4P12,3.130128023,3.841670763,1.820000003,1.781713283,1.947590918,2.100164081,1.898642401,0.0,1.104287044,0.947552488,5.3916287,1.969712853
AC012170.2,1.043376008,4.802088453,0.910000002,0.0,1.947590918,3.150246121,0.9493212,0.0,1.104287044,0.0,4.31330296,0.0
AC061965.1,0.0,2.881253072,3.640000007,2.672569925,1.947590918,3.150246121,0.0,1.035399475,1.104287044,0.947552488,2.15665148,0.0
ZHX1-C8orf76,3.130128023,3.841670763,2.730000005,8.908566415,7.790363671,5.250410202,7.594569602,8.283195802,4.417148176,11.37062985,9.70493166,2.95456928
AC103739.2,1.043376008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.104287044,0.0,0.0,0.0
ACTG1P17,2.086752015,6.722923835,3.640000007,1.781713283,2.921386377,3.150246121,0.0,1.035399475,3.312861132,1.895104975,2.15665148,2.95456928
AC087632.1,0.0,0.0,1.820000003,0.0,0.973795459,2.100164081,0.0,0.0,1.104287044,0.947552488,1.07832574,0.984856427
AC044860.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07832574,0.0
AL356801.1,1.043376008,1.920835381,4.550000009,1.781713283,0.0,2.100164081,0.9493212,0.0,2.208574088,0.0,3.23497722,5.90913856
AF111167.2,115.8147368,110.4480344,59.15000011,33.85255238,125.6196142,131.2602551,23.73303001,31.06198426,39.75433359,67.27622662,9.70493166,20.68198496
AL136295.2,3.130128023,2.881253072,3.640000007,4.454283208,0.973795459,1.05008204,1.898642401,2.07079895,0.0,0.947552488,3.23497722,1.969712853
AC090607.1,1.043376008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947552488,1.07832574,0.0
AC116158.1,3.130128023,0.960417691,3.640000007,0.0,3.895181836,2.100164081,0.0,0.0,7.730009308,4.737762438,1.07832574,6.893994986
AC023906.3,0.0,0.0,0.0,0.0,0.0,1.05008204,0.0,0.0,0.0,0.0,0.0,0.984856427
INAFM2,790.8790138,867.2571747,1005.550002,703.7767468,787.8005262,914.6214573,1424.931122,1265.258159,1087.722738,1022.409134,974.806469,1152.282019
ST20-MTHFS,0.0,0.0,0.910000002,0.0,0.973795459,1.05008204,0.0,2.07079895,4.417148176,1.895104975,2.15665148,1.969712853
LINC00596,0.0,0.960417691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.9493212,0.0,0.0,0.0,0.0,0.0
AC021231.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984856427
AC025580.1,0.0,0.0,0.0,0.0,0.973795459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMC3-AS1,46.95192034,16.32710074,28.21000005,3.563426566,66.2180912,33.6026253,20.88506641,8.283195802,73.98723195,42.63986194,19.40986332,5.90913856
AC013652.1,101.2074727,134.4584767,264.8100005,195.0976045,121.7244324,110.2586143,175.624422,141.8497281,135.8273064,181.9300776,230.7617084,221.592696
AC105129.2,0.0,0.960417691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC087482.1,11.47713608,4.802088453,3.640000007,0.890856642,5.842772753,3.150246121,3.797284801,1.035399475,7.730009308,3.79020995,3.23497722,1.969712853
AC011921.1,7.303632053,8.643759216,9.100000017,2.672569925,4.868977294,5.250410202,1.898642401,1.035399475,16.56430566,12.31818234,2.15665148,2.95456928
AC091117.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9493212,1.035399475,0.0,0.0,0.0,0.0
AC090515.4,1.043376008,0.0,2.730000005,0.890856642,0.0,3.150246121,1.898642401,0.0,1.104287044,0.947552488,1.07832574,0.0
AC025580.2,2.086752015,0.0,0.0,0.0,0.0,0.0,0.0,2.07079895,0.0,0.0,0.0,0.0
AL590133.2,5.216880038,4.802088453,6.370000012,7.126853132,12.65934097,10.5008204,9.493212003,6.212396851,4.417148176,4.737762438,3.23497722,8.863707839
AC009558.1,0.0,0.0,0.0,0.0,0.973795459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00927,0.0,0.960417691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC046168.1,25.04102418,23.05002458,4.550000009,1.781713283,20.44970464,26.25205101,1.898642401,0.0,14.35573157,20.84615473,2.15665148,1.969712853
AC090825.1,17.73739213,21.12918919,27.30000005,16.92627619,17.52831826,18.90147673,29.42895721,19.67259003,20.98145384,11.37062985,19.40986332,31.51540565
AC013356.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.208574088,0.0,0.0,0.0
AC108449.2,54.25555239,43.21879608,35.49000007,42.76111879,31.16145468,43.05336366,16.1384604,16.5663916,26.50288906,36.95454702,25.87981776,30.53054922
AC087286.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984856427
AC013356.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.035399475,0.0,0.0,0.0,0.0
AC103740.1,67.81944049,59.54589682,9.100000017,16.03541955,76.92984125,88.2068914,11.3918544,18.63719055,49.69291698,60.64335921,16.1748861,21.66684138
NDUFB4P11,0.0,0.960417691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC087286.3,0.0,0.0,0.0,0.0,0.0,0.0,1.898642401,1.035399475,4.417148176,3.79020995,0.0,0.984856427
AC090907.1,1.043376008,0.0,0.910000002,1.781713283,0.0,3.150246121,0.0,1.035399475,2.208574088,1.895104975,0.0,0.0
AC026770.1,0.0,0.0,1.820000003,0.0,0.0,0.0,0.0,0.0,0.0,0.947552488,0.0,0.0
DCAF13P3,4.17350403,0.960417691,2.730000005,0.890856642,1.947590918,1.05008204,2.847963601,0.0,0.0,1.895104975,2.15665148,0.0
AC087473.1,0.0,0.960417691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC066612.2,1.043376008,0.960417691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC025040.2,0.0,0.0,0.0,0.890856642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.969712853
AC022196.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9493212,0.0,3.312861132,0.0,0.0,0.0
AC090877.1,2.086752015,0.0,0.0,0.0,2.921386377,1.05008204,3.797284801,0.0,7.730009308,0.947552488,1.07832574,0.984856427
AC079328.1,0.0,0.0,0.910000002,0.0,0.0,0.0,0.9493212,2.07079895,1.104287044,0.947552488,0.0,0.0
AC087721.1,1.043376008,0.960417691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC021231.2,0.0,0.0,0.910000002,0.890856642,0.0,1.05008204,0.0,0.0,0.0,0.947552488,0.0,0.984856427
AC090970.1,0.0,0.960417691,0.0,0.890856642,0.0,0.0,0.9493212,0.0,0.0,0.947552488,0.0,0.0
AC090515.5,0.0,0.0,0.0,0.0,0.0,1.05008204,0.0,0.0,0.0,0.0,0.0,0.0
EFL1P1,3.130128023,1.920835381,0.0,1.781713283,2.921386377,2.100164081,0.9493212,5.176997376,8.834296352,6.632867413,7.54828018,0.0
ISCA1P4,4.17350403,3.841670763,0.910000002,2.672569925,0.973795459,3.150246121,0.9493212,1.035399475,2.208574088,2.842657463,1.07832574,1.969712853
AC021739.2,0.0,0.0,6.370000012,4.454283208,0.973795459,4.200328162,0.0,2.07079895,0.0,2.842657463,2.15665148,1.969712853
AC010809.2,8.347008061,2.881253072,17.29000003,21.3805594,4.868977294,6.300492243,11.3918544,4.141597901,7.730009308,2.842657463,1.07832574,14.7728464
HNRNPA1P45,0.0,0.0,0.910000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011270.1,0.0,0.0,0.910000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC242376.1,0.0,0.0,0.0,0.890856642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012291.1,0.0,0.960417691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC021739.3,0.0,0.0,0.0,0.890856642,0.0,0.0,0.0,0.0,1.104287044,0.0,0.0,0.0
CTXND1,1.043376008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPCP3,1.043376008,1.920835381,0.910000002,1.781713283,1.947590918,1.05008204,0.0,0.0,3.312861132,0.947552488,0.0,0.0
AC046168.2,7.303632053,8.643759216,1.820000003,0.890856642,2.921386377,7.350574283,4.746606001,5.176997376,3.312861132,3.79020995,6.46995444,1.969712853
AC091100.1,1.043376008,4.802088453,0.910000002,7.126853132,1.947590918,1.05008204,0.0,3.106198426,1.104287044,0.0,2.15665148,7.878851413
AC118658.1,3.130128023,4.802088453,7.280000014,8.017709774,6.816568212,5.250410202,0.0,4.141597901,0.0,1.895104975,3.23497722,6.893994986
AC011767.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.104287044,0.0,0.0,0.0
AC027237.3,127.2918729,109.4876167,168.3500003,101.5576571,115.8816596,88.2068914,155.6886768,105.6107465,36.44147245,31.26923209,73.32615032,114.2433455
UBE2Q2P2,39.64828829,36.49587224,32.76000006,14.25370626,37.9780229,46.20360978,6.645248402,6.212396851,26.50288906,24.63636468,17.25321184,22.65169781
CERS3-AS1,8.347008061,8.643759216,7.280000014,0.0,6.816568212,9.450738364,0.0,1.035399475,0.0,2.842657463,0.0,1.969712853
THTPA,145.0292651,122.9334644,126.4900002,100.6668005,143.1479325,110.2586143,130.0570044,144.9559265,108.2201303,123.1818234,146.6523006,129.0161919
AC023908.1,0.0,0.0,0.0,0.0,0.0,1.05008204,0.0,0.0,0.0,0.0,0.0,0.0
AC010247.2,13.5638881,2.881253072,0.0,2.672569925,13.63313642,5.250410202,0.9493212,0.0,7.730009308,6.632867413,5.3916287,0.984856427
AC093334.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.104287044,0.0,0.0,0.984856427
AC090970.2,7.303632053,3.841670763,0.910000002,2.672569925,6.816568212,9.450738364,2.847963601,2.07079895,9.938583396,2.842657463,3.23497722,1.969712853
LINC01833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.104287044,0.0,0.0,0.0
MRPL15P1,1.043376008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL161669.1,0.0,0.0,0.0,0.0,0.973795459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC025219.1,0.0,0.0,0.910000002,0.0,0.0,1.05008204,0.0,0.0,0.0,0.0,0.0,0.0
AC013652.2,0.0,0.960417691,0.0,0.0,0.973795459,0.0,0.0,0.0,0.0,0.947552488,0.0,0.0
LINC02352,5.216880038,6.722923835,4.550000009,5.345139849,4.868977294,10.5008204,1.898642401,1.035399475,2.208574088,14.21328731,2.15665148,2.95456928
AC087286.4,0.0,0.960417691,0.0,0.0,0.973795459,1.05008204,0.0,0.0,1.104287044,0.0,0.0,0.0
ADNP-AS1,4.17350403,3.841670763,11.83000002,8.017709774,11.68554551,5.250410202,15.1891392,15.53099213,2.208574088,2.842657463,3.23497722,11.81827712
LINC02568,10.43376008,7.683341525,0.910000002,0.0,8.76415913,8.400656324,0.0,0.0,13.25144453,18.95104975,0.0,0.0
AC078909.1,8.347008061,3.841670763,2.730000005,2.672569925,2.921386377,4.200328162,0.9493212,1.035399475,4.417148176,2.842657463,3.23497722,3.939425706
ANP32BP3,0.0,0.0,0.0,0.0,0.0,1.05008204,0.0,0.0,0.0,0.0,0.0,0.0
CPEB1-AS1,10.43376008,11.52501229,1.820000003,4.454283208,8.76415913,6.300492243,0.0,0.0,2.208574088,1.895104975,1.07832574,0.984856427
AHCYP7,0.0,0.0,0.0,0.0,0.973795459,0.0,0.0,1.035399475,0.0,0.947552488,0.0,0.0
NPM1P47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07832574,0.0
NDUFAF4P1,1.043376008,0.0,0.0,0.0,0.0,2.100164081,0.0,0.0,0.0,0.947552488,1.07832574,0.984856427
AC084757.2,4.17350403,0.0,0.0,0.0,1.947590918,0.0,0.0,1.035399475,0.0,0.947552488,0.0,0.0
